Subtotal,city,city_ascii,state_id,lat,lng
,Helena West Side,Helena West Side,MT,46.5966,-112.1138
,Heron,Heron,MT,48.0637,-115.9801
,Herron,Herron,MT,48.5341,-109.7718
,Highwood,Highwood,MT,47.5991,-110.7677
,Hingham,Hingham,MT,48.5554,-110.4213
,Hinsdale,Hinsdale,MT,48.4036,-107.0582
,Hobson,Hobson,MT,46.9996,-109.8732
,Hot Springs,Hot Springs,MT,47.6091,-114.6702
,Hungry Horse,Hungry Horse,MT,48.3843,-114.0652
,Huntley,Huntley,MT,45.8995,-108.3054
,Huson,Huson,MT,47.0326,-114.3397
,Hysham,Hysham,MT,46.2909,-107.2305
,Inverness,Inverness,MT,48.5599,-110.7103
,Ismay,Ismay,MT,46.5002,-104.793
,Jardine,Jardine,MT,45.0565,-110.6186
,Jefferson City,Jefferson City,MT,46.378,-112.0305
,Jette,Jette,MT,47.7169,-114.1905
,Joliet,Joliet,MT,45.4845,-108.9721
,Joplin,Joplin,MT,48.559,-110.773
,Jordan,Jordan,MT,47.321,-106.9099
,Judith Gap,Judith Gap,MT,46.6791,-109.7534
,Kalispell,Kalispell,MT,48.2156,-114.3262
,Kerr,Kerr,MT,47.6771,-114.1874
,Kevin,Kevin,MT,48.7457,-111.9656
,Kicking Horse,Kicking Horse,MT,47.4568,-114.0717
,Kila,Kila,MT,48.1215,-114.4767
,King Arthur Park,King Arthur Park,MT,45.6664,-111.1268
,Kings Point,Kings Point,MT,47.7634,-114.1498
,Klein,Klein,MT,46.3983,-108.5525
,Kremlin,Kremlin,MT,48.5707,-110.0862
,Lake Mary Ronan,Lake Mary Ronan,MT,47.9292,-114.389
,Lakeside,Lakeside,MT,48.0182,-114.2274
,Lame Deer,Lame Deer,MT,45.6176,-106.6134
,Laurel,Laurel,MT,45.6735,-108.7707
,Lavina,Lavina,MT,46.295,-108.9388
,Lewistown,Lewistown,MT,47.0514,-109.4524
,Lewistown Heights,Lewistown Heights,MT,47.0784,-109.4736
,Libby,Libby,MT,48.3872,-115.556
,Lima,Lima,MT,44.6384,-112.5919
,Lincoln,Lincoln,MT,46.953,-112.6693
,Lindisfarne,Lindisfarne,MT,47.8043,-114.2122
,Little Bitterroot Lake,Little Bitterroot Lake,MT,48.118,-114.7206
,Little Browning,Little Browning,MT,48.6252,-112.3501
,Livingston,Livingston,MT,45.6666,-110.5538
,Lockwood,Lockwood,MT,45.8199,-108.4072
,Lodge Grass,Lodge Grass,MT,45.3142,-107.3677
,Lodge Pole,Lodge Pole,MT,48.0272,-108.5518
,Logan,Logan,MT,45.8843,-111.4236
,Lolo,Lolo,MT,46.7756,-114.1018
,Loma,Loma,MT,47.9512,-110.4887
,Lonepine,Lonepine,MT,47.6945,-114.6408
,Malmstrom AFB,Malmstrom AFB,MT,47.5059,-111.1825
,Malta,Malta,MT,48.3555,-107.8709
,Manhattan,Manhattan,MT,45.8622,-111.3343
,Marion,Marion,MT,48.0858,-114.6711
,Martin City,Martin City,MT,48.3935,-114.0308
,Martinsdale,Martinsdale,MT,46.4548,-110.312
,Marysville,Marysville,MT,46.7503,-112.3027
,Maxville,Maxville,MT,46.476,-113.2355
,Medicine Lake,Medicine Lake,MT,48.5023,-104.5017
,Melstone,Melstone,MT,46.5987,-107.8682
,Miles City,Miles City,MT,46.4059,-105.8385
,Missoula,Missoula,MT,46.875,-114.0214
,Montana City,Montana City,MT,46.5257,-111.94
,Moore,Moore,MT,46.975,-109.6949
,Muddy,Muddy,MT,45.5798,-106.7754
,Musselshell,Musselshell,MT,46.5063,-108.0862
,Nashua,Nashua,MT,48.1336,-106.3571
,Neihart,Neihart,MT,46.9352,-110.7361
,Niarada,Niarada,MT,47.8309,-114.5578
,North Browning,North Browning,MT,48.5684,-113.0171
,Noxon,Noxon,MT,47.985,-115.7707
,Old Agency,Old Agency,MT,47.3227,-114.2987
,Olney,Olney,MT,48.5489,-114.572
,Opheim,Opheim,MT,48.8571,-106.4084
,Orchard Homes,Orchard Homes,MT,46.8559,-114.0778
,Outlook,Outlook,MT,48.8888,-104.7849
,Ovando,Ovando,MT,47.0207,-113.1717
,Pablo,Pablo,MT,47.6035,-114.1059
,Paradise,Paradise,MT,47.3858,-114.799
,Park City,Park City,MT,45.6292,-108.9214
,Parker School,Parker School,MT,48.2468,-109.7342
,Philipsburg,Philipsburg,MT,46.3324,-113.296
,Piltzville,Piltzville,MT,46.8582,-113.8591
,Pinesdale,Pinesdale,MT,46.3338,-114.2231
,Pioneer Junction,Pioneer Junction,MT,48.3157,-115.5182
,Plains,Plains,MT,47.4602,-114.8842
,Plentywood,Plentywood,MT,48.7761,-104.5574
,Plevna,Plevna,MT,46.4184,-104.5186
,Polson,Polson,MT,47.6886,-114.1411
,Ponderosa Pines,Ponderosa Pines,MT,46.0374,-111.35
,Pony,Pony,MT,45.6629,-111.8827
,Poplar,Poplar,MT,48.1105,-105.1969
,Power,Power,MT,47.7203,-111.6944
,Pray,Pray,MT,45.4151,-110.6533
,Pryor,Pryor,MT,45.4125,-108.5291
,Rader Creek,Rader Creek,MT,45.8456,-112.3161
,Radersburg,Radersburg,MT,46.1965,-111.6316
,Ravalli,Ravalli,MT,47.2798,-114.1658
,Red Lodge,Red Lodge,MT,45.1933,-109.2501
,Reed Point,Reed Point,MT,45.7071,-109.5471
,Reserve,Reserve,MT,48.6024,-104.4677
,Rexford,Rexford,MT,48.8998,-115.1714
,Richey,Richey,MT,47.6439,-105.0695
,Riverbend,Riverbend,MT,47.1472,-114.8318
,Roberts,Roberts,MT,45.3437,-109.1817
,Rocky Boy West,Rocky Boy West,MT,48.2971,-109.9918
,Rocky Boy's Agency,Rocky Boy's Agency,MT,48.259,-109.7648
,Rocky Point,Rocky Point,MT,47.7323,-114.1855
,Rollins,Rollins,MT,47.9106,-114.1948
,Ronan,Ronan,MT,47.5287,-114.1005
,Roscoe,Roscoe,MT,45.3517,-109.4933
,Rosebud,Rosebud,MT,46.2712,-106.447
,Roundup,Roundup,MT,46.4485,-108.5402
,Roy,Roy,MT,47.3343,-108.96
,Rudyard,Rudyard,MT,48.5599,-110.55
,Ryegate,Ryegate,MT,46.2985,-109.2538
,Saco,Saco,MT,48.4571,-107.3414
,Saddle Butte,Saddle Butte,MT,48.5235,-109.6448
,Sand Coulee,Sand Coulee,MT,47.4026,-111.172
,Sangrey,Sangrey,MT,48.2817,-109.8166
,Santa Rita,Santa Rita,MT,48.6977,-112.3173
,Savage,Savage,MT,47.4536,-104.3414
,Scobey,Scobey,MT,48.7904,-105.4206
,Sedan,Sedan,MT,45.9653,-110.8888
,Seeley Lake,Seeley Lake,MT,47.1614,-113.4525
,Shawmut,Shawmut,MT,46.3447,-109.5122
,Shelby,Shelby,MT,48.5031,-111.8615
,Shepherd,Shepherd,MT,45.9469,-108.3463
,Sheridan,Sheridan,MT,45.4588,-112.1946
,Sidney,Sidney,MT,47.7152,-104.168
,Silesia,Silesia,MT,45.5559,-108.8373
,Silver Gate,Silver Gate,MT,45.0198,-109.9829
,Simms,Simms,MT,47.4931,-111.9474
,Somers,Somers,MT,48.0824,-114.2343
,South Browning,South Browning,MT,48.5459,-113.0128
,South Glastonbury,South Glastonbury,MT,45.3121,-110.8076
,South Hills,South Hills,MT,46.5564,-111.9974
,Spokane Creek,Spokane Creek,MT,46.5343,-111.7393
,Springdale,Springdale,MT,45.7381,-110.2236
,Springhill,Springhill,MT,45.8788,-111.0773
,St. Ignatius,St. Ignatius,MT,47.3186,-114.0956
,St. Marie,St. Marie,MT,48.4053,-106.4986
,St. Pierre,St. Pierre,MT,48.2439,-109.8161
,St. Regis,St. Regis,MT,47.3016,-115.1013
,St. Xavier,St. Xavier,MT,45.4571,-107.7251
,Stanford,Stanford,MT,47.1521,-110.219
,Starr School,Starr School,MT,48.5976,-113.1433
,Stevensville,Stevensville,MT,46.511,-114.0788
,Stockett,Stockett,MT,47.3534,-111.1698
,Stryker,Stryker,MT,48.6728,-114.7677
,Sula,Sula,MT,45.8453,-113.9629
,Sun Prairie,Sun Prairie,MT,47.5386,-111.4919
,Sun River,Sun River,MT,47.5306,-111.7239
,Sunburst,Sunburst,MT,48.8777,-111.9063
,Superior,Superior,MT,47.1935,-114.892
,Swan Lake,Swan Lake,MT,47.9361,-113.7997
,Sweet Grass,Sweet Grass,MT,48.9929,-111.9668
,Sylvanite,Sylvanite,MT,48.7062,-115.874
,Terry,Terry,MT,46.7923,-105.3125
,The Silos,The Silos,MT,46.3984,-111.5865
,Thompson Falls,Thompson Falls,MT,47.5993,-115.3425
,Three Forks,Three Forks,MT,45.89,-111.5522
,Toston,Toston,MT,46.1658,-111.446
,Townsend,Townsend,MT,46.3192,-111.5197
,Trego,Trego,MT,48.6578,-114.9302
,Trout Creek,Trout Creek,MT,47.8331,-115.5837
,Troy,Troy,MT,48.4614,-115.8909
,Turah,Turah,MT,46.8399,-113.8251
,Turner,Turner,MT,48.8469,-108.4006
,Turtle Lake,Turtle Lake,MT,47.6696,-114.0818
,Twin Bridges,Twin Bridges,MT,45.5429,-112.3341
,Ulm,Ulm,MT,47.4197,-111.5252
,Valier,Valier,MT,48.3056,-112.2523
,Vaughn,Vaughn,MT,47.5524,-111.5608
,Victor,Victor,MT,46.4161,-114.1491
,Virginia City,Virginia City,MT,45.2962,-111.9369
,Walkerville,Walkerville,MT,46.0366,-112.5396
,Weeksville,Weeksville,MT,47.5309,-115.0082
,West Glacier,West Glacier,MT,48.4916,-113.9961
,West Glendive,West Glendive,MT,47.1056,-104.754
,West Havre,West Havre,MT,48.5471,-109.7309
,West Kootenai,West Kootenai,MT,48.9652,-115.2212
,West Yellowstone,West Yellowstone,MT,44.6627,-111.1057
,Westby,Westby,MT,48.871,-104.0551
,Wheatland,Wheatland,MT,45.958,-111.5782
,White Haven,White Haven,MT,48.3478,-115.516
,White Sulphur Springs,White Sulphur Springs,MT,46.5452,-110.9039
,Whitefish,Whitefish,MT,48.4329,-114.3591
,Whitehall,Whitehall,MT,45.8709,-112.0975
,Whitewater,Whitewater,MT,48.7634,-107.6302
,Wibaux,Wibaux,MT,46.9866,-104.19
,Willow Creek,Willow Creek,MT,45.8178,-111.6402
,Wilsall,Wilsall,MT,45.9844,-110.6604
,Wineglass,Wineglass,MT,45.628,-110.6233
,Winifred,Winifred,MT,47.5621,-109.3773
,Winnett,Winnett,MT,47.0043,-108.3466
,Winston,Winston,MT,46.4684,-111.6652
,Wisdom,Wisdom,MT,45.6114,-113.4469
,Wolf Point,Wolf Point,MT,48.0933,-105.6413
,Woods Bay,Woods Bay,MT,48.0083,-114.0613
,Worden,Worden,MT,45.9623,-108.1623
,Wye,Wye,MT,46.9523,-114.1331
,Wyola,Wyola,MT,45.1154,-107.3738
,Yaak,Yaak,MT,48.8647,-115.6777
,Zortman,Zortman,MT,47.9167,-108.5091
,Aberdeen,Aberdeen,NC,35.135,-79.4326
,Advance,Advance,NC,35.9468,-80.4045
,Ahoskie,Ahoskie,NC,36.2843,-76.9898
,Alamance,Alamance,NC,36.0285,-79.4891
,Albemarle,Albemarle,NC,35.3594,-80.1915
,Alliance,Alliance,NC,35.1435,-76.8084
,Altamahaw,Altamahaw,NC,36.1868,-79.5051
,Andrews,Andrews,NC,35.1994,-83.8258
,Angier,Angier,NC,35.512,-78.7405
,Ansonville,Ansonville,NC,35.1041,-80.1097
,Apex,Apex,NC,35.7239,-78.8728
,Aquadale,Aquadale,NC,35.2244,-80.2236
,Arapahoe,Arapahoe,NC,35.0216,-76.826
,Archdale,Archdale,NC,35.9033,-79.9592
,Archer Lodge,Archer Lodge,NC,35.6907,-78.3749
,Asheboro,Asheboro,NC,35.7158,-79.8129
,Asheville,Asheville,NC,35.5704,-82.5536
,Ashley Heights,Ashley Heights,NC,35.09,-79.3739
,Askewville,Askewville,NC,36.1116,-76.9412
,Atkinson,Atkinson,NC,34.5275,-78.1697
,Atlantic,Atlantic,NC,34.8823,-76.344
,Atlantic Beach,Atlantic Beach,NC,34.7011,-76.7403
,Aulander,Aulander,NC,36.228,-77.1136
,Aurora,Aurora,NC,35.303,-76.7889
,Autryville,Autryville,NC,34.9965,-78.6412
,Avery Creek,Avery Creek,NC,35.4651,-82.5719
,Avon,Avon,NC,35.3467,-75.5069
,Ayden,Ayden,NC,35.4694,-77.4167
,Badin,Badin,NC,35.4072,-80.1184
,Bailey,Bailey,NC,35.7807,-78.1128
,Bakersville,Bakersville,NC,36.0153,-82.1582
,Bald Head Island,Bald Head Island,NC,33.866,-77.9864
,Balfour,Balfour,NC,35.3494,-82.4824
,Banner Elk,Banner Elk,NC,36.1588,-81.8677
,Barker Heights,Barker Heights,NC,35.3104,-82.4412
,Barker Ten Mile,Barker Ten Mile,NC,34.6825,-78.9889
,Bath,Bath,NC,35.4702,-76.8119
,Bayboro,Bayboro,NC,35.1474,-76.7692
,Bayshore,Bayshore,NC,34.2893,-77.8025
,Bayview,Bayview,NC,35.4414,-76.7928
,Bear Grass,Bear Grass,NC,35.766,-77.1291
,Beaufort,Beaufort,NC,34.7308,-76.6487
,Beech Mountain,Beech Mountain,NC,36.2105,-81.8875
,Belhaven,Belhaven,NC,35.5428,-76.6232
,Bell Arthur,Bell Arthur,NC,35.5912,-77.5127
,Belmont,Belmont,NC,35.2211,-81.0402
,Belville,Belville,NC,34.2194,-77.9984
,Belvoir,Belvoir,NC,35.7111,-77.47
,Belwood,Belwood,NC,35.4794,-81.5227
,Bennett,Bennett,NC,35.5664,-79.54
,Benson,Benson,NC,35.386,-78.5436
,Bent Creek,Bent Creek,NC,35.5081,-82.6176
,Bermuda Run,Bermuda Run,NC,36.0033,-80.4311
,Bessemer City,Bessemer City,NC,35.2841,-81.283
,Bethania,Bethania,NC,36.1808,-80.3376
,Bethel,Bethel,NC,35.8072,-77.3762
,Bethlehem,Bethlehem,NC,35.8162,-81.2962
,Beulaville,Beulaville,NC,34.9228,-77.7725
,Biltmore Forest,Biltmore Forest,NC,35.5348,-82.5403
,Biscoe,Biscoe,NC,35.3585,-79.7816
,Black Creek,Black Creek,NC,35.6366,-77.9331
,Black Mountain,Black Mountain,NC,35.6142,-82.3275
,Bladenboro,Bladenboro,NC,34.5406,-78.7949
,Blowing Rock,Blowing Rock,NC,36.1291,-81.6713
,Blue Clay Farms,Blue Clay Farms,NC,34.3005,-77.8917
,Boardman,Boardman,NC,34.4365,-78.9468
,Bogue,Bogue,NC,34.698,-77.0311
,Boiling Spring Lakes,Boiling Spring Lakes,NC,34.0322,-78.068
,Boiling Springs,Boiling Springs,NC,35.2521,-81.6636
,Bolivia,Bolivia,NC,34.0699,-78.1472
,Bolton,Bolton,NC,34.3174,-78.3977
,Bonnetsville,Bonnetsville,NC,34.9993,-78.3962
,Boone,Boone,NC,36.2111,-81.6668
,Boonville,Boonville,NC,36.234,-80.7093
,Bostic,Bostic,NC,35.3624,-81.836
,Bowmore,Bowmore,NC,34.9358,-79.2999
,Brevard,Brevard,NC,35.2439,-82.7264
,Brices Creek,Brices Creek,NC,35.0505,-77.0844
,Bridgeton,Bridgeton,NC,35.1347,-77.0159
,Broad Creek,Broad Creek,NC,34.7304,-76.9241
,Broadway,Broadway,NC,35.4579,-79.0547
,Brogden,Brogden,NC,35.2961,-78.025
,Brookford,Brookford,NC,35.703,-81.3454
,Brunswick,Brunswick,NC,34.2879,-78.7084
,Bryson City,Bryson City,NC,35.4262,-83.4474
,Buies Creek,Buies Creek,NC,35.4127,-78.7363
,Bunn,Bunn,NC,35.9591,-78.252
,Bunnlevel,Bunnlevel,NC,35.31,-78.7725
,Burgaw,Burgaw,NC,34.5507,-77.9224
,Burlington,Burlington,NC,36.0758,-79.4686
,Burnsville,Burnsville,NC,35.9164,-82.2974
,Butner,Butner,NC,36.1285,-78.7502
,Butters,Butters,NC,34.5603,-78.8489
,Buxton,Buxton,NC,35.2608,-75.5392
,Cajah's Mountain,Cajah's Mountain,NC,35.8507,-81.5361
,Calabash,Calabash,NC,33.8945,-78.5571
,Calypso,Calypso,NC,35.1548,-78.1044
,Camden,Camden,NC,36.325,-76.17
,Cameron,Cameron,NC,35.3259,-79.254
,Candor,Candor,NC,35.2964,-79.7324
,Canton,Canton,NC,35.5515,-82.8406
,Cape Carteret,Cape Carteret,NC,34.6973,-77.0572
,Caroleen,Caroleen,NC,35.2811,-81.7914
,Carolina Beach,Carolina Beach,NC,34.0396,-77.8966
,Carolina Shores,Carolina Shores,NC,33.9076,-78.5738
,Carrboro,Carrboro,NC,35.926,-79.0878
,Carthage,Carthage,NC,35.3225,-79.4115
,Cary,Cary,NC,35.782,-78.8191
,Casar,Casar,NC,35.5127,-81.6168
,Cashiers,Cashiers,NC,35.1116,-83.0975
,Castalia,Castalia,NC,36.0823,-78.0576
,Castle Hayne,Castle Hayne,NC,34.3583,-77.9114
,Caswell Beach,Caswell Beach,NC,33.9074,-78.0473
,Catawba,Catawba,NC,35.7066,-81.0659
,Cedar Point,Cedar Point,NC,34.6862,-77.0833
,Cedar Rock,Cedar Rock,NC,35.9436,-81.458
,Centerville,Centerville,NC,36.1865,-78.1113
,Cerro Gordo,Cerro Gordo,NC,34.3226,-78.9286
,Chadbourn,Chadbourn,NC,34.3251,-78.825
,Chapel Hill,Chapel Hill,NC,35.927,-79.0391
,Charlotte,Charlotte,NC,35.208,-80.8304
,Cherokee,Cherokee,NC,35.486,-83.3011
,Cherryville,Cherryville,NC,35.3844,-81.3781
,Chimney Rock Village,Chimney Rock Village,NC,35.4503,-82.255
,China Grove,China Grove,NC,35.5718,-80.5788
,Chocowinity,Chocowinity,NC,35.5148,-77.1017
,Claremont,Claremont,NC,35.7101,-81.1533
,Clarkton,Clarkton,NC,34.4889,-78.6559
,Clayton,Clayton,NC,35.6591,-78.4499
,Clemmons,Clemmons,NC,36.0319,-80.3861
,Cleveland,Cleveland,NC,35.7327,-80.6814
,Cliffside,Cliffside,NC,35.248,-81.7653
,Clinton,Clinton,NC,35.0005,-78.3311
,Clyde,Clyde,NC,35.533,-82.9107
,Coats,Coats,NC,35.407,-78.6685
,Cofield,Cofield,NC,36.3567,-76.9105
,Coinjock,Coinjock,NC,36.3513,-75.9527
,Colerain,Colerain,NC,36.2015,-76.7664
,Columbia,Columbia,NC,35.9201,-76.242
,Columbus,Columbus,NC,35.266,-82.1985
,Como,Como,NC,36.5011,-77.0073
,Concord,Concord,NC,35.3933,-80.6366
,Conetoe,Conetoe,NC,35.8176,-77.4569
,Connelly Springs,Connelly Springs,NC,35.755,-81.4971
,Conover,Conover,NC,35.7155,-81.217
,Conway,Conway,NC,36.4371,-77.2288
,Cooleemee,Cooleemee,NC,35.8124,-80.5563
,Cordova,Cordova,NC,34.9103,-79.8119
,Cornelius,Cornelius,NC,35.4725,-80.8801
,Cove City,Cove City,NC,35.189,-77.3206
,Cove Creek,Cove Creek,NC,36.2763,-81.783
,Cramerton,Cramerton,NC,35.2344,-81.0734
,Creedmoor,Creedmoor,NC,36.1223,-78.6758
,Creswell,Creswell,NC,35.8743,-76.4032
,Cricket,Cricket,NC,36.1688,-81.1933
,Crossnore,Crossnore,NC,36.0222,-81.9307
,Cullowhee,Cullowhee,NC,35.3107,-83.1815
,Dallas,Dallas,NC,35.3167,-81.1827
,Dana,Dana,NC,35.3239,-82.3722
,Danbury,Danbury,NC,36.4113,-80.2122
,Davidson,Davidson,NC,35.4846,-80.8252
,Davis,Davis,NC,34.7996,-76.4641
,Deercroft,Deercroft,NC,34.9592,-79.4351
,Delco,Delco,NC,34.3188,-78.2267
,Delway,Delway,NC,34.8102,-78.2169
,Denton,Denton,NC,35.6375,-80.1106
,Denver,Denver,NC,35.5344,-81.034
,Dillsboro,Dillsboro,NC,35.3706,-83.2526
,Dobbins Heights,Dobbins Heights,NC,34.9069,-79.6933
,Dobson,Dobson,NC,36.3927,-80.7239
,Dortches,Dortches,NC,36.0114,-77.8572
,Dover,Dover,NC,35.2155,-77.4337
,Drexel,Drexel,NC,35.7569,-81.6089
,Dublin,Dublin,NC,34.6562,-78.7231
,Duck,Duck,NC,36.1836,-75.7559
,Dundarrach,Dundarrach,NC,34.9246,-79.1574
,Dunn,Dunn,NC,35.3113,-78.6129
,Durham,Durham,NC,35.9794,-78.9031
,Earl,Earl,NC,35.1954,-81.534
,East Arcadia,East Arcadia,NC,34.3816,-78.3232
,East Bend,East Bend,NC,36.2178,-80.5085
,East Flat Rock,East Flat Rock,NC,35.2802,-82.4171
,East Laurinburg,East Laurinburg,NC,34.7691,-79.445
,East Rockingham,East Rockingham,NC,34.9116,-79.766
,East Spencer,East Spencer,NC,35.6821,-80.4274
,Eastover,Eastover,NC,35.0958,-78.7862
,Eden,Eden,NC,36.5028,-79.7412
,Edenton,Edenton,NC,36.058,-76.6008
,Edneyville,Edneyville,NC,35.4025,-82.3371
,Efland,Efland,NC,36.0806,-79.1718
,Elizabeth City,Elizabeth City,NC,36.2943,-76.2361
,Elizabethtown,Elizabethtown,NC,34.6238,-78.6097
,Elk Park,Elk Park,NC,36.1582,-81.9808
,Elkin,Elkin,NC,36.2621,-80.8441
,Ellenboro,Ellenboro,NC,35.3309,-81.7611
,Ellerbe,Ellerbe,NC,35.0718,-79.7595
,Elm City,Elm City,NC,35.8087,-77.8622
,Elon,Elon,NC,36.1014,-79.5085
,Elrod,Elrod,NC,34.6072,-79.2307
,Elroy,Elroy,NC,35.3308,-77.9226
,Emerald Isle,Emerald Isle,NC,34.6649,-77.0291
,Enfield,Enfield,NC,36.1802,-77.6678
,Engelhard,Engelhard,NC,35.5092,-76.0095
,Enochville,Enochville,NC,35.5205,-80.6646
,Erwin,Erwin,NC,35.3226,-78.6734
,Etowah,Etowah,NC,35.3061,-82.5902
,Eureka,Eureka,NC,35.5413,-77.8762
,Everetts,Everetts,NC,35.8347,-77.1723
,Evergreen,Evergreen,NC,34.4149,-78.9114
,Fair Bluff,Fair Bluff,NC,34.3126,-79.0333
,Fairfield,Fairfield,NC,35.5471,-76.2261
,Fairfield Harbour,Fairfield Harbour,NC,35.0706,-76.9571
,Fairmont,Fairmont,NC,34.4947,-79.1136
,Fairplains,Fairplains,NC,36.1954,-81.1559
,Fairview,Fairview,NC,35.1545,-80.5345
,Faison,Faison,NC,35.1164,-78.1368
,Faith,Faith,NC,35.59,-80.4581
,Falcon,Falcon,NC,35.1937,-78.6489
,Falkland,Falkland,NC,35.6985,-77.5132
,Fallston,Fallston,NC,35.4289,-81.5023
,Farmville,Farmville,NC,35.5955,-77.5913
,Fayetteville,Fayetteville,NC,35.0846,-78.9776
,Fearrington Village,Fearrington Village,NC,35.7996,-79.0818
,Five Points,Five Points,NC,35.0154,-79.3513
,Flat Rock,Flat Rock,NC,35.2677,-82.4526
,Fletcher,Fletcher,NC,35.4316,-82.5038
,Fontana Dam,Fontana Dam,NC,35.4328,-83.8248
,Forest City,Forest City,NC,35.3338,-81.8702
,Forest Hills,Forest Hills,NC,35.2958,-83.1954
,Forest Oaks,Forest Oaks,NC,35.9889,-79.7079
,Foscoe,Foscoe,NC,36.1535,-81.7736
,Fountain,Fountain,NC,35.672,-77.6308
,Four Oaks,Four Oaks,NC,35.4454,-78.4164
,Foxfire,Foxfire,NC,35.179,-79.564
,Franklin,Franklin,NC,35.1798,-83.3808
,Franklinton,Franklinton,NC,36.1011,-78.4523
,Franklinville,Franklinville,NC,35.7421,-79.6893
,Fremont,Fremont,NC,35.5436,-77.9751
,Frisco,Frisco,NC,35.2331,-75.6289
,Fruitland,Fruitland,NC,35.3928,-82.412
,Fuquay-Varina,Fuquay-Varina,NC,35.5958,-78.7794
,Gamewell,Gamewell,NC,35.8637,-81.5979
,Garland,Garland,NC,34.7859,-78.3947
,Garner,Garner,NC,35.6934,-78.6196
,Garysburg,Garysburg,NC,36.4479,-77.5603
,Gaston,Gaston,NC,36.4965,-77.6449
,Gastonia,Gastonia,NC,35.2494,-81.1853
,Gatesville,Gatesville,NC,36.4072,-76.7566
,Germanton,Germanton,NC,36.2587,-80.236
,Gerton,Gerton,NC,35.4758,-82.3504
,Gibson,Gibson,NC,34.7595,-79.6069
,Gibsonville,Gibsonville,NC,36.0991,-79.5417
,Glen Alpine,Glen Alpine,NC,35.7307,-81.7826
,Glen Raven,Glen Raven,NC,36.1247,-79.4649
,Glenville,Glenville,NC,35.1718,-83.1273
,Gloucester,Gloucester,NC,34.7292,-76.5391
,Godwin,Godwin,NC,35.2134,-78.6771
,Goldsboro,Goldsboro,NC,35.3778,-77.972
,Goldston,Goldston,NC,35.5929,-79.3286
,Gorman,Gorman,NC,36.0418,-78.8091
,Graham,Graham,NC,36.0596,-79.3892
,Grandfather,Grandfather,NC,36.0987,-81.8482
,Granite Falls,Granite Falls,NC,35.7966,-81.4233
,Granite Quarry,Granite Quarry,NC,35.6126,-80.4484
,Grantsboro,Grantsboro,NC,35.1448,-76.8447
,Green Level,Green Level,NC,36.1233,-79.3461
,Greenevers,Greenevers,NC,34.8271,-77.9247
,Greensboro,Greensboro,NC,36.0956,-79.8269
,Greenville,Greenville,NC,35.5956,-77.3768
,Grifton,Grifton,NC,35.3804,-77.4333
,Grimesland,Grimesland,NC,35.5686,-77.2025
,Grover,Grover,NC,35.1735,-81.452
,Gulf,Gulf,NC,35.5597,-79.2807
,Half Moon,Half Moon,NC,34.8298,-77.4591
,Halifax,Halifax,NC,36.3255,-77.5901
,Hallsboro,Hallsboro,NC,34.3189,-78.5934
,Hamilton,Hamilton,NC,35.9443,-77.2067
,Hamlet,Hamlet,NC,34.8891,-79.7099
,Hampstead,Hampstead,NC,34.3627,-77.7318
,Harkers Island,Harkers Island,NC,34.7002,-76.5612
,Harmony,Harmony,NC,35.959,-80.7735
,Harrells,Harrells,NC,34.7279,-78.2015
,Harrellsville,Harrellsville,NC,36.3016,-76.7919
,Harrisburg,Harrisburg,NC,35.3124,-80.6486
,Hassell,Hassell,NC,35.9083,-77.2763
,Hatteras,Hatteras,NC,35.2173,-75.6873
,Havelock,Havelock,NC,34.9078,-76.8987
,Haw River,Haw River,NC,36.0925,-79.3616
,Hayesville,Hayesville,NC,35.045,-83.8179
,Hays,Hays,NC,36.2469,-81.1142
,Hemby Bridge,Hemby Bridge,NC,35.1055,-80.6258
,Henderson,Henderson,NC,36.3259,-78.4155
,Hendersonville,Hendersonville,NC,35.3242,-82.4576
,Henrietta,Henrietta,NC,35.2569,-81.8012
,Hertford,Hertford,NC,36.1813,-76.4673
,Hickory,Hickory,NC,35.7425,-81.323
,Hiddenite,Hiddenite,NC,35.9053,-81.086
,High Point,High Point,NC,35.9907,-79.9938
,High Shoals,High Shoals,NC,35.3957,-81.2047
,Highlands,Highlands,NC,35.0539,-83.1976
,Hightsville,Hightsville,NC,34.2667,-77.9344
,Hildebran,Hildebran,NC,35.7181,-81.4211
,Hillsborough,Hillsborough,NC,36.0681,-79.0994
,Hobgood,Hobgood,NC,36.0267,-77.394
,Hobucken,Hobucken,NC,35.2544,-76.5712
,Hoffman,Hoffman,NC,35.0313,-79.5491
,Holden Beach,Holden Beach,NC,33.912,-78.3182
,Hollister,Hollister,NC,36.2593,-77.9363
,Holly Ridge,Holly Ridge,NC,34.4953,-77.527
,Holly Springs,Holly Springs,NC,35.653,-78.8397
,Hookerton,Hookerton,NC,35.423,-77.5895
,Hoopers Creek,Hoopers Creek,NC,35.4481,-82.4294
,Hope Mills,Hope Mills,NC,34.969,-78.9559
,Horse Shoe,Horse Shoe,NC,35.3423,-82.5568
,Hot Springs,Hot Springs,NC,35.892,-82.8291
,Hudson,Hudson,NC,35.8474,-81.4864
,Huntersville,Huntersville,NC,35.4058,-80.8727
,Icard,Icard,NC,35.7253,-81.4582
,Indian Beach,Indian Beach,NC,34.6882,-76.8876
,Indian Trail,Indian Trail,NC,35.0698,-80.6457
,Ingold,Ingold,NC,34.8312,-78.3497
